bbl,lhlbl,segbblgeom,perbblgeom,perzonegeom,row_number
1013770044,LH-1A,1.48541470862548e-08,100,0.286206724540482,1
1013770045,LH-1A,1.75906696748169e-08,100,0.338933492503358,1
1013770046,LH-1A,4.14430451864738e-08,100,0.798516276224276,1
1013770047,LH-1A,4.17562111007102e-08,69.7725875389035,0.804550294201267,1
1013770061,LH-1A,1.88754114525055e-08,100,0.370862773961467,1
1013770062,LH-1A,2.59023055732652e-08,100,0.508926701866602,1
1013770063,LH-1A,2.61691081700966e-08,100,0.514168820768751,1
1013770064,LH-1A,2.18893569604035e-08,100,0.430080566084319,1
1013770065,LH-1A,2.85025725062509e-08,100,0.560016566065528,1
1013770066,LH-1A,5.39843750520152e-08,70.1556077129298,1.06068125363747,1
1013770144,LH-1A,1.5059232609642e-08,100,0.290158271240436,1
1013770160,LH-1A,1.56935684153867e-08,82.8688819464761,0.308346142839278,1
1013780001,LH-1A,9.34433964514861e-09,6.78682467083403,0.183596936700309,1
1013780006,LH-1A,2.55814177424263e-08,100,0.502621920041061,1
1013780007,LH-1A,2.59542097070153e-08,100,0.509946510683543,1
1013780008,LH-1A,2.46470947297592e-08,100,0.484264406345232,1
1013780009,LH-1A,2.68887256079028e-08,100,0.528307814233735,1
1013780010,LH-1A,4.66876032549512e-08,100,0.917314787882164,1
1013780012,LH-1A,2.6080548709499e-08,100,0.512428810634382,1
1013780013,LH-1A,1.43812402907055e-08,47.6658300459638,0.282561610942235,1
1013780021,LH-1A,6.69169479654766e-10,2.94796107009693,0.0128934232186022,1
1013780022,LH-1A,5.99893892291615e-10,2.94674616075875,0.0115586351062526,1
1013780023,LH-1A,1.2177783644858e-09,2.98347044315553,0.023463909095007,1
1013780025,LH-1A,1.95193348395711e-08,100,0.376094625777071,1
1013780026,LH-1A,2.11737787504424e-08,100,0.407972118972528,1
1013780027,LH-1A,2.0710125225668e-08,100,0.399038535921496,1
1013780028,LH-1A,6.23459430373116e-08,100,1.20126911639431,1
1013780031,LH-1A,1.67915631497206e-08,100,0.323536468374092,1
1013780032,LH-1A,1.69182688234118e-08,100,0.325977807862471,1
1013780041,LH-1A,2.04296364180321e-08,99.1412639314538,0.393634133875549,1
1013780042,LH-1A,1.5020991419839e-08,100,0.289421447671065,1
1013780043,LH-1A,1.22364423765236e-08,100,0.235769315617849,1
1013780044,LH-1A,1.87833466068415e-08,100,0.361913752236051,1
1013780045,LH-1A,1.90941614231807e-08,100,0.367902469730671,1
1013780046,LH-1A,1.76690067896196e-08,100,0.340442876307588,1
1013780047,LH-1A,1.90924193879388e-08,100,0.36786890454529,1
1013780048,LH-1A,3.4263632394977e-08,25.1429876751071,0.660184791606104,1
1013780060,LH-1A,1.21283816267635e-08,48.8183771817499,0.238297600297755,1
1013780061,LH-1A,2.52189128456271e-08,100,0.495499448992423,1
1013780062,LH-1A,2.56654160306002e-08,100,0.504272312576268,1
1013780063,LH-1A,2.02081074079199e-08,100,0.397047491582901,1
1013780064,LH-1A,2.1280419706313e-08,100,0.418116209185995,1
1013780065,LH-1A,1.96348159606549e-08,100,0.385783501022691,1
1013780066,LH-1A,5.11107074119918e-08,100,1.00421963132508,1
1013780069,LH-1A,1.19295271076233e-09,2.88446705933043,0.0234390520509392,1
1013780070,LH-1A,2.73896139531127e-09,3.04537480062805,0.0538149233670706,1
1013780122,LH-1A,6.74147535067716e-10,3.07791305012693,0.0129893393911059,1
1013780126,LH-1A,2.05112409404848e-08,100,0.395206473434545,1
1013780130,LH-1A,1.92473525035763e-08,100,0.370854124719291,1
1013780132,LH-1A,6.97664183043386e-09,42.8217296100575,0.134424534440505,1
1013780140,LH-1A,7.63564283236808e-11,0.299242523460075,0.00147122033471401,1
1013780142,LH-1A,1.52973049189313e-08,100,0.294745400710059,1
1013780143,LH-1A,1.21751778036244e-08,100,0.234588882124225,1
1013780145,LH-1A,2.22652504171216e-08,100,0.42900237596642,1
1013780165,LH-1A,2.02963765759772e-08,100,0.39878179806959,1
1013790001,LH-1A,1.52466719953875e-09,0.828865670750987,0.0299565553000937,1
1013790005,LH-1A,5.84034635965436e-08,86.3629217902232,1.14750719860449,1
1013790008,LH-1A,3.5941779360477e-08,100,0.706181585936671,1
1013790009,LH-1A,3.5574692122481e-08,100,0.698969081366288,1
1013790010,LH-1A,2.90600795583611e-08,100,0.570970425925426,1
1013790012,LH-1A,3.15385699653417e-08,100,0.619667633394656,1
1013790013,LH-1A,8.41763698152747e-09,39.2825010446037,0.165389147093561,1
1013790021,LH-1A,1.02773281544604e-08,8.83224012055307,0.198021496019629,1
1013790025,LH-1A,1.99565189593429e-08,100,0.384518201645441,1
1013790026,LH-1A,1.02804839044062e-07,100,1.98082300376164,1
1013790030,LH-1A,5.39039348877259e-08,100,1.03861019784403,1
1013790032,LH-1A,1.85810348868947e-08,100,0.35801565062403,1
1013790033,LH-1A,1.61288954937468e-09,6.25948679886093,0.0310768320989132,1
1013790037,LH-1A,6.51487587845702e-08,40.2327580626242,1.25527320763262,1
1013790044,LH-1A,1.95894712541997e-08,100,0.377446000136386,1
1013790045,LH-1A,1.85687875834722e-08,100,0.35777967203996,1
1013790046,LH-1A,2.15862220208537e-08,100,0.415918993121394,1
1013790047,LH-1A,2.23077405349317e-08,100,0.429821067027789,1
1013790051,LH-1A,3.90325536720965e-08,31.1310201144638,0.752071409557988,1
1013790060,LH-1A,1.52497291728146e-08,57.6036043934923,0.299625620210809,1
1013790061,LH-1A,1.80610582587546e-08,100,0.354862418939869,1
1013790062,LH-1A,1.96700466786901e-08,100,0.386475711725068,1
1013790063,LH-1A,2.33805271951814e-08,100,0.459378975346021,1
1013790064,LH-1A,4.42633771192039e-08,100,0.869683761047314,1
1013790066,LH-1A,5.15365463944803e-08,100,1.01258648609293,1
1013790069,LH-1A,3.98695012949994e-09,5.24453770250418,0.0783353193859048,1
1013790144,LH-1A,2.13441060035804e-08,100,0.411253950297985,1
1013790163,LH-1A,2.20266022987181e-08,100,0.43277715296449,1
1013800001,LH-1A,1.3303652041551e-07,43.9454223070219,2.61389231824816,1
1013800011,LH-1A,2.21523118351753e-08,100,0.435247085210534,1
1013800012,LH-1A,3.14475213254071e-08,100,0.617878716037462,1
1013800013,LH-1A,8.36420973853658e-09,33.4162624280022,0.164339412331986,1
1013800023,LH-1A,6.50202653259583e-09,5.91946799474015,0.125279742146323,1
1013800025,LH-1A,1.78633111530265e-08,100,0.344186693781031,1
1013800026,LH-1A,4.96604196473233e-08,100,0.956846997948355,1
1013800028,LH-1A,2.93502577307821e-08,100,0.565514874786667,1
1013800029,LH-1A,2.7597551390208e-08,100,0.531744080818884,1
1013800030,LH-1A,3.50046557402096e-08,100,0.674462680684184,1
1013800032,LH-1A,1.69261464337584e-08,100,0.326129592077439,1
1013800033,LH-1A,2.69037387627765e-09,5.1771734741891,0.0518375838375281,1
1013800039,LH-1A,4.5298964566313e-09,4.23578607041334,0.0872811356876678,1
1013800041,LH-1A,1.99311024476179e-08,100,0.384028481399114,1
1013800042,LH-1A,2.0148951152824e-08,100,0.388225946524536,1
1013800043,LH-1A,2.07884796945097e-08,100,0.400548254099864,1
1013800044,LH-1A,2.01118260533194e-08,100,0.387510627559014,1
1013800045,LH-1A,2.08957759480457e-08,100,0.402615616776541,1
1013800046,LH-1A,1.99598612779959e-08,100,0.384582600770378,1
1013800047,LH-1A,1.95712021115499e-08,100,0.377093993962783,1
1013800048,LH-1A,2.07855160760258e-08,98.4752814829859,0.400491151693773,1
1013800060,LH-1A,1.52417187882948e-08,71.6153920910434,0.299468232731812,1
1013800061,LH-1A,1.43054268714699e-07,100,2.81072034143766,1
1013800069,LH-1A,4.14430978254757e-08,35.7073448698451,0.814271109256919,1
1013800131,LH-1A,1.64500685394158e-08,100,0.316956618767378,1
1013800143,LH-1A,2.11400357774709e-08,100,0.407321966142189,1
1013800146,LH-1A,2.15164627003923e-08,100,0.414574884536801,1
1013810001,LH-1A,6.78923508218446e-10,0.527778871482392,0.0133394419612571,1
1013810006,LH-1A,3.50629518546763e-08,100,0.688914444107473,1
1013810008,LH-1A,4.77607331485029e-08,100,0.938399569538181,1
1013810009,LH-1A,2.98688024562572e-08,100,0.586860157284904,1
1013810010,LH-1A,2.42532291491316e-08,100,0.476525762757671,1
1013810011,LH-1A,4.3579523242099e-08,100,0.856247447540424,1
1013810013,LH-1A,1.92337329268672e-08,93.6484897694632,0.377903049416448,1
1013810022,LH-1A,1.96177989864997e-09,1.83849613359495,0.0377991813196414,1
1013810025,LH-1A,1.13128579294932e-07,100,2.17973875873908,1
1013810029,LH-1A,2.18213724718644e-08,100,0.420449824812178,1
1013810030,LH-1A,1.9847345576298e-08,100,0.382414670814162,1
1013810031,LH-1A,2.12127421805379e-08,100,0.408722858522888,1
1013810032,LH-1A,2.01326423603151e-08,100,0.387911711983967,1
1013810035,LH-1A,1.14112652632412e-08,11.3153201580979,0.219869968628291,1
1013810038,LH-1A,4.01480381904943e-08,25.021373200196,0.773564341358945,1
1013810045,LH-1A,8.05094862610738e-08,100,1.55124062145184,1
1013810046,LH-1A,2.05371301818394e-08,100,0.39570530214049,1
1013810047,LH-1A,4.08824978100337e-08,100,0.787715761887838,1
1013810048,LH-1A,1.99910142721218e-08,100,0.385182850408183,1
1013810060,LH-1A,1.86511096773117e-08,77.0606000767957,0.366455708252614,1
1013810061,LH-1A,4.85134602199131e-08,100,0.953189098785875,1
1013810063,LH-1A,2.84554455387645e-08,100,0.559090618679725,1
1013810064,LH-1A,2.71531587829247e-08,100,0.533503378900646,1
1013810065,LH-1A,1.99476021752263e-08,100,0.391929102854192,1
1013810066,LH-1A,2.90281124090391e-08,100,0.570342337594584,1
1013810067,LH-1A,2.79088412550927e-08,90.2903545829076,0.548350975657278,1
1013810149,LH-1A,2.43625883997943e-09,9.63534904143943,0.0469413463239856,1
1013820001,LH-1A,2.40450146306569e-09,3.84161037418096,0.0472434778352119,1
1013820007,LH-1A,2.63593392192165e-08,100,0.517906467216763,1
1013820008,LH-1A,2.60226344837568e-08,100,0.511290915947179,1
1013820009,LH-1A,2.51572912769519e-08,100,0.494288712688623,1
1013820010,LH-1A,4.61478578069234e-08,100,0.906709906786336,1
1013820012,LH-1A,3.0942063470103e-08,100,0.607947515183357,1
1013820013,LH-1A,1.49199243335038e-08,31.3397274265286,0.293145637621793,1
1013820025,LH-1A,2.6234724360171e-08,57.5713345231701,0.505485403150138,1
1013820026,LH-1A,2.51146051977326e-08,100,0.483903171958069,1
1013820027,LH-1A,2.64080225800676e-08,100,0.508824478466767,1
1013820028,LH-1A,2.53493611462357e-08,100,0.488426402453724,1
1013820029,LH-1A,1.99149441960695e-08,100,0.383717147451556,1
1013820030,LH-1A,1.99430924822784e-08,100,0.384259502980319,1
1013820031,LH-1A,2.07340118684248e-08,100,0.399498778959616,1
1013820032,LH-1A,2.04785412527765e-08,100,0.394576422415248,1
1013820033,LH-1A,1.38084560226675e-10,0.687568711464971,0.00266058559017897,1
1013820040,LH-1A,2.16869335801992e-12,0.0107685342962609,4.17859483232089e-05,1
1013820041,LH-1A,2.02686133554992e-08,98.699342983716,0.39053157382714,1
1013820042,LH-1A,2.07917868366273e-08,100,0.400611975450378,1
1013820043,LH-1A,4.06092780104735e-08,100,0.782451417630461,1
1013820045,LH-1A,4.53907684393069e-08,100,0.874580215474695,1
1013820046,LH-1A,1.66941908361693e-08,100,0.321660318181111,1
1013820047,LH-1A,2.24357566767612e-08,100,0.432287656353219,1
1013820048,LH-1A,2.22198461508386e-08,100,0.428127535677202,1
1013820060,LH-1A,2.57906931377808e-08,72.6172586297286,0.506733748481904,1
1013820062,LH-1A,2.27228201232022e-08,100,0.44645639245123,1
1013820063,LH-1A,2.01172569324177e-08,100,0.39526246774672,1
1013820064,LH-1A,2.50811152949089e-08,100,0.49279201228128,1
1013820065,LH-1A,4.89088421406773e-08,100,0.96095753531918,1
1013820069,LH-1A,6.08654213867957e-08,22.7173035510686,1.19587957436787,1
1013820130,LH-1A,2.05530600951421e-08,100,0.396012236512562,1
1013820149,LH-1A,1.628369668973e-08,77.1254551570405,0.313750999361712,1
1013820161,LH-1A,2.31077138904399e-08,100,0.454018758472093,1
1013830001,LH-1A,6.32345636757515e-08,32.1370603090951,1.24242831760467,1
1013830009,LH-1A,5.73297888825014e-08,100,1.1264117123533,1
1013830012,LH-1A,4.71432758571215e-08,100,0.926267811538593,1
1013830013,LH-1A,1.31635394182621e-08,10.2357436221657,0.258636308728507,1
1013830021,LH-1A,7.66757461874887e-10,2.28685764921608,0.0147737288722052,1
1013830022,LH-1A,5.77215049941069e-10,2.41643463889121,0.0111216637239289,1
1013830023,LH-1A,1.3229200993599e-09,2.55041782540097,0.0254897589385611,1
1013830025,LH-1A,2.57344743247198e-08,100,0.495846685877017,1
1013830026,LH-1A,2.71952887640754e-08,100,0.523993365280529,1
1013830027,LH-1A,2.50929275419689e-08,100,0.483485491237943,1
1013830028,LH-1A,2.61572908997819e-08,100,0.503993430777767,1
1013830029,LH-1A,2.54775615993281e-08,100,0.490896543051573,1
1013830030,LH-1A,2.61783975823198e-08,100,0.504400110100385,1
1013830031,LH-1A,2.73758214163306e-08,100,0.527471832187752,1
1013830032,LH-1A,2.23841903866154e-08,87.5846271837579,0.431294087425051,1
1013830040,LH-1A,2.14012101811718e-08,48.128293690739,0.412354222129892,1
1013830042,LH-1A,2.6753417725988e-08,100,0.515479482810809,1
1013830043,LH-1A,5.04893856821065e-08,100,0.972819349116883,1
1013830045,LH-1A,5.00881240260588e-08,100,0.965087920069207,1
1013830047,LH-1A,2.65798979445096e-08,100,0.512136138490092,1
1013830048,LH-1A,2.16888534278182e-08,100,0.417896474470658,1
1013830049,LH-1A,5.18153502456644e-09,26.1810474046413,0.0998367768180528,1
1013830060,LH-1A,1.35113776298508e-08,40.0965543158134,0.26547060976423,1
1013830061,LH-1A,2.98323945525126e-08,100,0.586144817319425,1
1013830063,LH-1A,4.07308406155194e-08,100,0.800276729037811,1
1013830064,LH-1A,6.68041175279983e-08,100,1.31256266390912,1
1013830066,LH-1A,2.61461717009078e-08,100,0.51371816661429,1
1013830069,LH-1A,4.290096999394e-08,24.3285025641128,0.842915280423112,1
1013840001,LH-1A,8.65802255758869e-08,29.3057863970785,1.70112226205384,1
1013840010,LH-1A,7.21286301782513e-08,100,1.41717831885442,1
1013840011,LH-1A,2.04664122530299e-08,100,0.402122647249109,1
1013840012,LH-1A,2.88048739837853e-08,100,0.565956164511535,1
1013840013,LH-1A,2.17864922407619e-08,67.3314791640882,0.428059487213268,1
1013840024,LH-1A,1.91295546760572e-09,9.40490130993386,0.0368584419822978,1
1013840025,LH-1A,2.84078846407785e-08,99.9613995850431,0.547357419241164,1
1013840026,LH-1A,2.84210453351127e-08,100,0.547610996857988,1
1013840027,LH-1A,2.30725018609269e-08,100,0.444556334754528,1
1013840028,LH-1A,2.2729785201764e-08,100,0.437952938955704,1
1013840029,LH-1A,2.56266859192276e-08,100,0.493769840515233,1
1013840030,LH-1A,2.49104974000189e-08,100,0.479970463880145,1
1013840031,LH-1A,2.71582370575304e-08,100,0.52327946043582,1
1013840032,LH-1A,2.08016732959996e-08,16.1689673239901,0.400802465765158,1
1013840037,LH-1A,2.11144257837695e-08,16.464777810112,0.406828517923975,1
1013840042,LH-1A,5.19023105789413e-08,100,1.00004330242747,1
1013840044,LH-1A,2.24171699852206e-08,100,0.431929531711327,1
1013840045,LH-1A,1.64448156506559e-08,100,0.31685540716111,1
1013840046,LH-1A,3.75835789163524e-08,100,0.724152854801848,1
1013840047,LH-1A,2.59566124521384e-08,100,0.500126798728658,1
1013840048,LH-1A,2.53557831471051e-08,99.9229658969256,0.488550140277453,1
1013840049,LH-1A,9.08725305888068e-10,1.67578295811108,0.0175091367949317,1
1013840051,LH-1A,2.9252509807713e-10,1.35145177313158,0.00563631487424889,1
1013840052,LH-1A,4.35478594034317e-10,1.5049788524962,0.00839071414079293,1
1013840063,LH-1A,7.21430092036822e-08,58.081378228733,1.41746083694795,1
1013840065,LH-1A,7.29406858018891e-08,100,1.43313353137792,1
1013840069,LH-1A,1.78114020973759e-08,28.559312961217,0.349957192011257,1
1013850001,LH-1A,3.16036550674336e-07,55.9399685515918,6.20946420962603,1
1013850012,LH-1A,4.01154615890357e-08,79.0129429257651,0.788185804642669,1
1013850021,LH-1A,9.36441193438284e-08,30.1311495735257,1.80431609531293,1
1013850027,LH-1A,2.92210134467875e-08,100,0.563024621864512,1
1013850028,LH-1A,2.95389713542284e-08,100,0.569150971004719,1
1013850029,LH-1A,4.29371424303171e-08,100,0.827304242024147,1
1013850032,LH-1A,4.94592354868566e-08,32.616318587515,0.952970621926073,1
1013850037,LH-1A,5.13636526515222e-08,32.1561353944699,0.989664549601125,1
1013850043,LH-1A,2.00741912636311e-08,100,0.386785487985337,1
1013850044,LH-1A,3.64009165918901e-08,100,0.701365554517538,1
1013850046,LH-1A,2.21860545016728e-08,100,0.427476444963719,1
1013850047,LH-1A,2.84630162704198e-08,100,0.548419684415098,1
1013850060,LH-1A,1.23446615106632e-08,46.5375844353848,0.24254705244331,1
1013850061,LH-1A,2.44357309665007e-08,100,0.480111545796777,1
1013860001,LH-1A,7.00011601871398e-09,6.04330135956444,0.137537793614972,1
1013860006,LH-1A,1.05071422455121e-07,100,2.06443601475035,1
1013860010,LH-1A,5.300802334253e-08,100,1.04149796302403,1
1013860012,LH-1A,3.0213652236392e-08,100,0.593635741826867,1
1013860013,LH-1A,6.08388890432259e-10,2.98473508279903,0.0119535826872318,1
1013860021,LH-1A,8.25849656309557e-08,43.1808220877119,1.59123054136147,1
1013860033,LH-1A,1.18955562874272e-07,51.7425836254044,2.29201190875638,1
1013860041,LH-1A,4.90680814778617e-09,5.67382602060205,0.0945433944993011,1
1013860044,LH-1A,2.91406497552238e-09,6.14098654842993,0.0561476190386024,1
1013860046,LH-1A,4.06697907786067e-09,5.85768492794863,0.0783617365500757,1
1013860049,LH-1A,6.60805310186306e-10,1.14753887006832,0.0127322640801361,1
1013860060,LH-1A,2.38732611826866e-10,0.863699971919355,0.00469060178528853,1
1013860061,LH-1A,4.89308208047498e-10,1.78029168453609,0.00961389370585203,1
1013860062,LH-1A,8.47248868005468e-10,1.58503093639854,0.0166466869458633,1
1013860064,LH-1A,1.71420347691345e-09,1.68540809027677,0.0336805509210836,1
1013860069,LH-1A,1.20206479914877e-09,0.769614056700186,0.0236180857310303,1
1013860144,LH-1A,1.68506571508523e-11,100,0.000324675079726577,1
1013870001,LH-1A,3.32326391284241e-09,2.46954383849603,0.115015209124394,1
1013870004,LH-1A,1.30489367910406e-08,13.3567334936174,0.451612099801267,1
1013870008,LH-1A,6.15348543987374e-09,6.92737538154284,0.212966659667319,1
1013870011,LH-1A,1.6876782602428e-09,7.12093981759098,0.0584090439782425,1
1013870014,LH-1A,1.55537666700659e-09,1.01213424239367,0.0538302034730542,1
1013870023,LH-1A,9.51344474051591e-11,0.209117146627646,0.00307959942322744,1
1013870025,LH-1A,9.61455557332895e-10,3.47582172108531,0.0311233003457866,1
1013870026,LH-1A,8.84749421123722e-10,3.37540368666906,0.0286402442155319,1
1013870027,LH-1A,2.71440810755236e-09,3.06438046533061,0.087868168370407,1
1013870031,LH-1A,1.17270886093541e-09,1.83394661656072,0.0379617859803172,1
1013870037,LH-1A,5.5338772381703e-08,32.7742693658,1.7913726957704,1
1013870043,LH-1A,2.29377365967612e-08,100,0.74251800814789,1
1013870044,LH-1A,1.76066598146506e-08,100,0.569945596879762,1
1013870045,LH-1A,2.06570090473629e-08,100,0.668688523274201,1
1013870046,LH-1A,2.1425958207068e-08,100,0.693580194517466,1
1013870047,LH-1A,2.10004334988127e-08,100,0.679805524228679,1
1013870048,LH-1A,2.29567573044834e-08,100,0.743133727922675,1
1013870049,LH-1A,2.24345902019736e-09,15.8030705196068,0.0726230644427912,1
1013870052,LH-1A,5.16503014677797e-10,2.27309042055507,0.0167197311750057,1
1013870060,LH-1A,1.68944043464208e-09,7.52712023608493,0.0584700312673544,1
1013870061,LH-1A,2.37534909953588e-08,100,0.822087202797234,1
1013870062,LH-1A,2.26100551423793e-08,100,0.78251390461813,1
1013870063,LH-1A,2.26107492984445e-08,100,0.782537928742332,1
1013870064,LH-1A,2.32366029437155e-08,100,0.80419816692382,1
1013870065,LH-1A,2.26025096657542e-08,100,0.782252762381237,1
1013870066,LH-1A,2.2528115284842e-08,100,0.779678039006054,1
1013870067,LH-1A,2.31189179694336e-08,100,0.800125194604192,1
1013870069,LH-1A,7.7287472241782e-09,7.30465005048774,0.267485069369087,1
1013870146,LH-1A,2.17507746790735e-08,100,0.704094836133902,1
